ResponseID,MissionUndefinedLikelihood,MisalignedMissionLikelihood,NoSocialImpactLikelihood,LaidOffEmployees,ExpectedSalary3Years,ExpectedSalary5Years
2750,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2751,Yes,"Will work for them",10,Yes,>50k,">151k"
2752,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2753,Yes,"Will NOT work for them",3,No,>50k,"111k to 130k"
2754,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2755,No,"Will NOT work for them",7,No,>50k,">151k"
2756,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2757,Yes,"Will work for them",6,Yes,"21k to 25k","111k to 130k"
2758,No,"Will NOT work for them",7,No,>50k,">151k"
2759,No,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2760,No,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2761,Yes,"Will work for them",1,Yes,"11k to 15k","71k to 90k"
2762,No,"Will NOT work for them",6,No,"21k to 25k","71k to 90k"
2763,Yes,"Will work for them",5,Yes,"31k to 40k","50k to 70k"
2764,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2765,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2766,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2767,Yes,"Will work for them",10,Yes,"26k to 30k","71k to 90k"
2768,No,"Will NOT work for them",10,No,>50k,"131k to 150k"
2769,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2770,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2771,No,"Will NOT work for them",3,No,"21k to 25k","50k to 70k"
2772,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2773,Yes,"Will work for them",9,No,"31k to 40k","71k to 90k"
2774,No,"Will NOT work for them",1,No,"21k to 25k","71k to 90k"
2775,No,"Will NOT work for them",5,No,"31k to 40k","91k to 110k"
2776,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","21k to 25k","131k to 150k"
2777,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2778,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2779,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2780,Yes,"Will NOT work for them",3,No,"16k to 20k","50k to 70k"
2781,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2782,No,"Will NOT work for them",2,No,"41k to 50k","91k to 110k"
2783,Yes,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2784,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2785,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2786,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2787,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2788,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2789,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","11k to 15k","30k to 50k"
2790,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2791,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2792,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2793,Yes,"Will NOT work for them",8,"I have NO other choice",>50k,"131k to 150k"
2794,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
2795,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","71k to 90k"
2796,Yes,"Will NOT work for them",3,No,"31k to 40k","50k to 70k"
2797,No,"Will work for them",5,No,"41k to 50k","111k to 130k"
2798,No,"Will NOT work for them",10,Yes,>50k,"131k to 150k"
2799,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2800,Yes,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2801,No,"Will work for them",9,Yes,>50k,"131k to 150k"
2802,No,"Will NOT work for them",5,Yes,"21k to 25k",">151k"
2803,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2804,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2805,No,"Will NOT work for them",6,"I have NO other choice","21k to 25k","91k to 110k"
2806,No,"Will NOT work for them",4,No,"11k to 15k",">151k"
2807,No,"Will NOT work for them",4,No,"41k to 50k","111k to 130k"
2808,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2809,No,"Will work for them",2,No,>50k,"71k to 90k"
2810,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2811,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2812,No,"Will NOT work for them",1,No,>50k,">151k"
2813,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2814,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2815,Yes,"Will work for them",7,Yes,"21k to 25k","50k to 70k"
2816,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2817,No,"Will work for them",7,Yes,"31k to 40k","111k to 130k"
2818,No,"Will NOT work for them",1,No,"41k to 50k","111k to 130k"
2819,No,"Will work for them",5,No,"21k to 25k","50k to 70k"
2820,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2821,No,"Will NOT work for them",5,No,"5K to 10K","30k to 50k"
2822,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2823,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2824,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2825,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2826,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2827,No,"Will NOT work for them",5,Yes,"26k to 30k","71k to 90k"
2828,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","16k to 20k","91k to 110k"
2829,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k",">151k"
2830,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2831,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2832,No,"Will work for them",4,No,"41k to 50k","50k to 70k"
2833,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
2834,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2835,Yes,"Will work for them",8,"I have NO other choice","31k to 40k","131k to 150k"
2836,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2837,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2838,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2839,No,"Will NOT work for them",3,"I have NO other choice",>50k,">151k"
2840,Yes,"Will work for them",8,No,"11k to 15k","50k to 70k"
2841,Yes,"Will work for them",5,Yes,>50k,">151k"
2842,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2843,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2844,No,"Will NOT work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2845,No,"Will work for them",3,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2846,Yes,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2847,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2848,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","11k to 15k","30k to 50k"
2849,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2850,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","111k to 130k"
2851,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2852,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere",>50k,"71k to 90k"
2853,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2854,No,"Will NOT work for them",1,No,"31k to 40k","91k to 110k"
2855,No,"Will NOT work for them",5,Yes,"16k to 20k","91k to 110k"
2856,No,"Will NOT work for them",7,No,"41k to 50k","111k to 130k"
2857,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2858,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2859,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","11k to 15k","30k to 50k"
2860,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2861,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","41k to 50k","91k to 110k"
2862,No,"Will NOT work for them",9,No,"31k to 40k","111k to 130k"
2863,No,"Will NOT work for them",7,No,"41k to 50k","131k to 150k"
2864,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2865,No,"Will NOT work for them",4,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2866,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2867,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
2868,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2869,Yes,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2870,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","41k to 50k","111k to 130k"
2871,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k",">151k"
2872,No,"Will work for them",4,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2873,No,"Will NOT work for them",3,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2874,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","91k to 110k"
2875,No,"Will work for them",2,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2876,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2877,No,"Will NOT work for them",5,No,"41k to 50k","91k to 110k"
2878,No,"Will work for them",8,"Yes, I Understand this is gonna happen everywhere","26k to 30k","71k to 90k"
2879,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
2880,No,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere","21k to 25k","91k to 110k"
2881,Yes,"Will work for them",8,"I have NO other choice",>50k,">151k"
2882,No,"Will NOT work for them",1,"Yes, I Understand this is gonna happen everywhere","21k to 25k","50k to 70k"
2883,Yes,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere","26k to 30k","50k to 70k"
2884,Yes,"Will work for them",6,"Yes, I Understand this is gonna happen everywhere","26k to 30k","91k to 110k"
2885,No,"Will NOT work for them",1,No,"16k to 20k","30k to 50k"
2886,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2887,Yes,"Will NOT work for them",6,"I have NO other choice",>50k,">151k"
2888,No,"Will NOT work for them",4,No,"31k to 40k","50k to 70k"
2889,No,"Will NOT work for them",5,No,>50k,"111k to 130k"
2890,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2891,No,"Will NOT work for them",1,No,"41k to 50k","111k to 130k"
2892,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","111k to 130k"
2893,No,"Will NOT work for them",10,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2894,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k",">151k"
2895,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2896,No,"Will NOT work for them",3,Yes,"21k to 25k","50k to 70k"
2897,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere","21k to 25k","131k to 150k"
2898,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2899,No,"Will NOT work for them",2,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2900,Yes,"Will work for them",7,No,"31k to 40k","91k to 110k"
2901,Yes,"Will work for them",4,No,>50k,">151k"
2902,Yes,"Will work for them",6,No,"16k to 20k","91k to 110k"
2903,No,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere","31k to 40k","71k to 90k"
2904,Yes,"Will work for them",5,"I have NO other choice","31k to 40k","71k to 90k"
2905,No,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2906,Yes,"Will NOT work for them",6,"Yes, I Understand this is gonna happen everywhere","41k to 50k","131k to 150k"
2907,Yes,"Will NOT work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"91k to 110k"
2908,No,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","41k to 50k","50k to 70k"
2909,Yes,"Will NOT work for them",3,No,>50k,">151k"
2910,Yes,"Will work for them",4,Yes,"26k to 30k","71k to 90k"
2911,Yes,"Will work for them",9,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2912,Yes,"Will NOT work for them",8,"Yes, I Understand this is gonna happen everywhere","5K to 10K","30k to 50k"
2913,Yes,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2914,No,"Will work for them",5,"I have NO other choice",>50k,"111k to 130k"
2915,Yes,"Will work for them",10,No,>50k,"111k to 130k"
2916,Yes,"Will work for them",7,"Yes, I Understand this is gonna happen everywhere",>50k,"111k to 130k"
2917,Yes,"Will work for them",5,"Yes, I Understand this is gonna happen everywhere","31k to 40k","131k to 150k"
2918,Yes,"Will work for them",2,No,"26k to 30k","50k to 70k"
2919,No,"Will NOT work for them",8,No,>50k,">151k"
2920,No,"Will NOT work for them",8,"I have NO other choice","31k to 40k","91k to 110k"
2921,No,"Will NOT work for them",5,"Yes, I Understand this is gonna happen everywhere",>50k,">151k"
2922,No,"Will work for them",10,"Yes, I Understand this is gonna happen everywhere",>50k,"131k to 150k"
